"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SPARC1",2.59306850465191e-105,0.445008601659997,0.966,0.838,5.18613700930381e-102,"6","SPARC"
"CNTN31",8.7199561957304e-104,0.62447236176028,0.743,0.444,1.74399123914608e-100,"6","CNTN3"
"CFAP46",7.18550762858637e-103,0.539184562002841,0.714,0.442,1.43710152571727e-99,"6","CFAP46"
"RBM20",1.40253374696404e-101,0.362418233181,0.896,0.607,2.80506749392808e-98,"6","RBM20"
"ANXA21",2.1037380659217e-101,0.536085791975699,0.922,0.819,4.2074761318434e-98,"6","ANXA2"
"DDAH12",9.60073416019711e-98,0.651264114214235,0.888,0.736,1.92014683203942e-94,"6","DDAH1"
"RNF2202",1.63884569527871e-96,0.562293463726433,0.881,0.75,3.27769139055741e-93,"6","RNF220"
"ENOX11",1.18924697489763e-90,0.565980998766478,0.873,0.743,2.37849394979526e-87,"6","ENOX1"
"XACT",2.92919842615981e-90,0.291516639383956,0.706,0.385,5.85839685231962e-87,"6","XACT"
"MYO162",4.42657954762987e-89,0.402144858708204,0.945,0.683,8.85315909525974e-86,"6","MYO16"
"GPC61",1.31282199084587e-86,0.51749969128069,0.998,0.968,2.62564398169175e-83,"6","GPC6"
"TANC11",1.38207966718498e-86,0.531694851312531,0.84,0.667,2.76415933436995e-83,"6","TANC1"
"MYOF1",4.81880192333776e-86,0.766625944261279,0.722,0.639,9.63760384667553e-83,"6","MYOF"
"NEK11",4.97304257018291e-85,0.442477775916023,0.74,0.497,9.94608514036582e-82,"6","NEK11"
"FGF121",6.14443608597877e-85,0.255341386104106,0.883,0.575,1.22888721719575e-81,"6","FGF12"
"PEG10",1.16773680483024e-84,0.551083766187606,0.96,0.895,2.33547360966047e-81,"6","PEG10"
"ADGRG6",1.11379911757061e-83,0.419113257937771,0.805,0.723,2.22759823514121e-80,"6","ADGRG6"
"THSD4",4.78712589802051e-82,0.294573566473676,0.872,0.622,9.57425179604103e-79,"6","THSD4"
"CTNNA31",1.28322518874795e-80,0.73123324615074,0.848,0.737,2.56645037749589e-77,"6","CTNNA3"
"NKD1",2.52882844983185e-80,0.276666305123894,0.94,0.825,5.0576568996637e-77,"6","NKD1"
"PPP1R14C1",2.96819303516376e-80,0.572285174690801,0.739,0.532,5.93638607032753e-77,"6","PPP1R14C"
"ARHGAP101",5.62289978941864e-79,0.398619453834112,0.788,0.594,1.12457995788373e-75,"6","ARHGAP10"
"TBC1D41",1.18078922839074e-77,0.799426352036654,0.82,0.755,2.36157845678147e-74,"6","TBC1D4"
"FREM11",8.08588606093818e-77,0.505901411464629,0.895,0.789,1.61717721218764e-73,"6","FREM1"
"SULF21",1.00292886378551e-76,0.445397167687629,0.855,0.646,2.00585772757103e-73,"6","SULF2"
"NKAIN31",2.02488677142791e-76,0.565038813091652,0.977,0.855,4.04977354285583e-73,"6","NKAIN3"
"FAM135B",5.56581164281271e-76,0.463990484388483,0.73,0.52,1.11316232856254e-72,"6","FAM135B"
"ELL21",3.21692730065397e-75,0.547948920693549,0.868,0.782,6.43385460130794e-72,"6","ELL2"
"WWTR11",4.85777540641646e-75,0.515848474740794,0.861,0.751,9.71555081283292e-72,"6","WWTR1"
"CPE1",9.07301611021686e-74,0.459178454548603,0.862,0.692,1.81460322204337e-70,"6","CPE"
"RBMS11",3.86200538807484e-73,0.581768972644626,0.865,0.741,7.72401077614967e-70,"6","RBMS1"
"UST1",6.53564680034987e-73,0.369503739957183,0.929,0.688,1.30712936006997e-69,"6","UST"
"SPATA171",1.25474697361187e-72,0.567594452351056,0.737,0.499,2.50949394722374e-69,"6","SPATA17"
"FOXO11",8.90826070927377e-71,0.43179547170368,0.94,0.761,1.78165214185475e-67,"6","FOXO1"
"KCNH72",1.9829689625535e-70,0.590181820221386,0.921,0.702,3.96593792510701e-67,"6","KCNH7"
"NXPH11",5.07544924390651e-70,0.434495823789836,0.334,0.538,1.0150898487813e-66,"6","NXPH1"
"GRM7",1.74730365176232e-69,0.56292284990544,0.72,0.508,3.49460730352464e-66,"6","GRM7"
"AL121722.1",9.76920007634029e-68,0.817972668416008,0.648,0.429,1.95384001526806e-64,"6","AL121722.1"
"FRMD31",7.00905032862915e-67,0.769080492593613,0.749,0.658,1.40181006572583e-63,"6","FRMD3"
"GLIS31",1.05449872425263e-64,0.542140437771814,0.937,0.886,2.10899744850525e-61,"6","GLIS3"
"AKAP61",1.85865511460508e-64,0.37388946080224,0.921,0.819,3.71731022921016e-61,"6","AKAP6"
"LRP1B2",1.48616132075418e-63,0.623576379706181,0.962,0.821,2.97232264150836e-60,"6","LRP1B"
"BASP1-AS11",2.41705799257553e-62,0.339202950996024,0.759,0.585,4.83411598515106e-59,"6","BASP1-AS1"
"PLCE1",5.66122609115692e-60,0.514837852399285,0.739,0.581,1.13224521823138e-56,"6","PLCE1"
"SOX61",8.70447577933929e-60,0.312019658524854,0.908,0.816,1.74089515586786e-56,"6","SOX6"
"EPHA3",9.34152445703288e-60,0.603178969961682,0.969,0.89,1.86830489140658e-56,"6","EPHA3"
"CFAP611",1.22494425376177e-58,0.344968099611901,0.7,0.544,2.44988850752353e-55,"6","CFAP61"
"LIMCH12",8.12293471658281e-58,0.427496285890271,0.955,0.85,1.62458694331656e-54,"6","LIMCH1"
"LIN7A1",8.15180287135885e-58,0.521539420442286,0.786,0.637,1.63036057427177e-54,"6","LIN7A"
"LIFR",1.85189544539738e-56,0.278619219704359,0.913,0.721,3.70379089079475e-53,"6","LIFR"
"SYNE11",2.65374594589729e-56,0.455966157730045,0.838,0.785,5.30749189179459e-53,"6","SYNE1"
"NEBL2",3.68579982806837e-56,0.4804113639382,0.974,0.924,7.37159965613675e-53,"6","NEBL"
"GRIK4",4.38818978986102e-56,0.628671271516578,0.749,0.591,8.77637957972204e-53,"6","GRIK4"
"SLC2A132",4.53655143813055e-56,0.402840366764077,0.926,0.804,9.0731028762611e-53,"6","SLC2A13"
"GALR1",1.56696768458516e-55,0.693208904343989,0.627,0.387,3.13393536917031e-52,"6","GALR1"
"HPSE2",2.64207693594789e-55,1.35377379055307,0.637,0.464,5.28415387189577e-52,"6","HPSE2"
"DDR2",3.03818422297828e-54,0.402020095418878,0.663,0.492,6.07636844595657e-51,"6","DDR2"
"PHLDB21",1.14128417158433e-52,0.371291971362509,0.913,0.812,2.28256834316865e-49,"6","PHLDB2"
"KCND3",1.54743120949303e-52,0.865169798449637,0.641,0.368,3.09486241898606e-49,"6","KCND3"
"ESRRG1",1.18505342613441e-51,0.47983936211943,0.852,0.755,2.37010685226882e-48,"6","ESRRG"
"ITPR11",1.49046546474357e-50,0.602679438814407,0.723,0.634,2.98093092948714e-47,"6","ITPR1"
"SEMA6A2",5.15457303056615e-50,0.332730781351672,0.887,0.801,1.03091460611323e-46,"6","SEMA6A"
"COL4A51",8.586976356397e-50,0.32733122954603,0.983,0.921,1.7173952712794e-46,"6","COL4A5"
"SNCAIP1",1.05492708146672e-49,0.42992008360773,0.791,0.69,2.10985416293343e-46,"6","SNCAIP"
"LRRK2",1.17168015991836e-49,0.5238747455945,0.638,0.564,2.34336031983671e-46,"6","LRRK2"
"LMCD1-AS11",1.38374374029129e-49,0.479657252273736,0.843,0.684,2.76748748058259e-46,"6","LMCD1-AS1"
"CCND22",4.73475206627699e-49,0.391185829207194,0.955,0.896,9.46950413255399e-46,"6","CCND2"
"IGF2",5.75051789101604e-49,0.36760154685758,0.701,0.63,1.15010357820321e-45,"6","IGF2"
"ADCY21",1.25906075164929e-48,0.260235353543345,0.821,0.624,2.51812150329858e-45,"6","ADCY2"
"NHSL21",1.05262859039091e-47,0.459099835703126,0.972,0.85,2.10525718078182e-44,"6","NHSL2"
"AC091078.11",1.12629290820765e-47,0.408369862361709,0.945,0.91,2.25258581641531e-44,"6","AC091078.1"
"IQCJ",6.34335341540848e-47,0.717842634950446,0.667,0.524,1.2686706830817e-43,"6","IQCJ"
"MPPED21",4.21509282559642e-46,0.304724763156768,0.764,0.537,8.43018565119285e-43,"6","MPPED2"
"CADPS2",5.83673037576158e-44,0.531149757380731,0.791,0.8,1.16734607515232e-40,"6","CADPS2"
"EFEMP11",1.47978094503871e-43,0.471083912491678,0.648,0.489,2.95956189007741e-40,"6","EFEMP1"
"NHS1",4.29518761368592e-43,0.417831898041129,0.871,0.684,8.59037522737185e-40,"6","NHS"
"AL442647.1",1.97607065306789e-41,0.258261288544245,0.658,0.485,3.95214130613578e-38,"6","AL442647.1"
"NEDD9",5.0260279683547e-41,0.380439902783989,0.771,0.753,1.00520559367094e-37,"6","NEDD9"
"CYR61",1.8436323846722e-40,0.364610519909779,0.763,0.659,3.6872647693444e-37,"6","CYR61"
"LRP21",1.94280995849678e-40,0.355439835822943,0.931,0.882,3.88561991699355e-37,"6","LRP2"
"DPP102",1.99629010146059e-40,0.368805686182545,0.896,0.806,3.99258020292118e-37,"6","DPP10"
"STK32B",6.49740542843883e-39,0.276749437660368,0.393,0.539,1.29948108568777e-35,"6","STK32B"
"LAMA4",1.72783546488971e-37,0.311022357096039,0.698,0.534,3.45567092977942e-34,"6","LAMA4"
"MYH91",8.78616436732233e-37,0.342610871649579,0.907,0.863,1.75723287346447e-33,"6","MYH9"
"FLNB1",1.52826589143163e-34,0.311419496701744,0.867,0.772,3.05653178286325e-31,"6","FLNB"
"HTR2C",4.03514529357598e-30,0.254005978559056,0.405,0.478,8.07029058715196e-27,"6","HTR2C"
"LRRC4C2",1.83000571474993e-29,0.809868478666999,0.782,0.734,3.66001142949985e-26,"6","LRRC4C"
"ELMO11",6.79226725098508e-29,0.387030422742701,0.917,0.846,1.35845345019702e-25,"6","ELMO1"
"FSTL51",1.0476010605273e-28,0.44708843484342,0.646,0.504,2.0952021210546e-25,"6","FSTL5"
"BCL23",1.20104335400936e-28,0.262845624688943,0.955,0.856,2.40208670801871e-25,"6","BCL2"
"CHN21",6.25153063537179e-27,0.372451526375295,0.773,0.67,1.25030612707436e-23,"6","CHN2"
"CRIM11",1.03024591302683e-26,0.26364038519791,0.876,0.865,2.06049182605365e-23,"6","CRIM1"
"PRSS35",2.60984923739332e-26,0.270313921895637,0.415,0.521,5.21969847478663e-23,"6","PRSS35"
"ADAMTS91",1.93013970068916e-24,0.530708176751397,0.699,0.679,3.86027940137831e-21,"6","ADAMTS9"
"TMEM1081",2.26175979818633e-24,0.420976726889639,0.807,0.779,4.52351959637266e-21,"6","TMEM108"
"CFAP471",3.6879671211382e-24,0.432250655226191,0.644,0.543,7.37593424227641e-21,"6","CFAP47"
"ADAMTS61",1.41274738482675e-23,0.323429384398899,0.8,0.726,2.8254947696535e-20,"6","ADAMTS6"
"AC016205.12",1.83643008154887e-23,0.404366759067187,0.887,0.876,3.67286016309773e-20,"6","AC016205.1"
"PDE7B",2.36041588625748e-23,0.315475452760726,0.603,0.492,4.72083177251495e-20,"6","PDE7B"
"CADPS3",6.84522712935733e-23,0.412563481427767,0.781,0.689,1.36904542587147e-19,"6","CADPS"
"DGKG",9.82705497531692e-22,0.437255718302456,0.405,0.431,1.96541099506338e-18,"6","DGKG"
"ABCA8",3.21107366628062e-20,0.252392480860184,0.409,0.49,6.42214733256124e-17,"6","ABCA8"
"PRR16",1.24993782568607e-19,0.250623095453163,0.412,0.469,2.49987565137214e-16,"6","PRR16"
"AP001831.1",7.55210107079265e-19,0.37348346281937,0.626,0.46,1.51042021415853e-15,"6","AP001831.1"
"DSP1",5.48618602943314e-18,0.374595141044644,0.652,0.71,1.09723720588663e-14,"6","DSP"
"MLIP",6.72365118262161e-16,0.250675100545988,0.604,0.555,1.34473023652432e-12,"6","MLIP"
"AC008014.12",1.18329072095206e-15,0.302871058705704,0.708,0.625,2.36658144190412e-12,"6","AC008014.1"
"DNAH9",5.62186564755281e-13,0.367851161832641,0.56,0.39,1.12437312951056e-09,"6","DNAH9"
"TIMP3",1.08599186333788e-09,0.292124192755124,0.718,0.716,2.17198372667576e-06,"6","TIMP3"
"ME1",1.87791536322961e-09,0.691886332424627,0.561,0.556,3.75583072645921e-06,"6","ME1"
"TWIST1",4.49025389844574e-09,0.273074258890874,0.443,0.515,8.98050779689149e-06,"6","TWIST1"
"LGI1",4.35202676148155e-08,0.289410755211847,0.522,0.414,8.70405352296311e-05,"6","LGI1"
"TENM22",7.75605383762171e-08,0.437655379066395,0.995,0.96,0.000155121076752434,"6","TENM2"
"PAPSS21",8.77863120241086e-08,0.452382855186579,0.562,0.542,0.000175572624048217,"6","PAPSS2"
"PPFIBP2",3.39343614420236e-06,0.367927560378412,0.456,0.525,0.00678687228840472,"6","PPFIBP2"
"CACNB2",4.25644800965545e-06,0.255308524073848,0.596,0.549,0.0085128960193109,"6","CACNB2"
"RGS6",6.65568987366232e-06,0.481220751071217,0.562,0.556,0.0133113797473246,"6","RGS6"
"FLRT2",6.80834360001415e-05,0.283372731170512,0.56,0.475,0.136166872000283,"6","FLRT2"
"ATP10D",8.25605960410395e-05,0.260259913510962,0.48,0.585,0.165121192082079,"6","ATP10D"
"VGLL3",0.00041490407012754,0.366320561512857,0.572,0.606,0.82980814025508,"6","VGLL3"
"UBASH3B",0.00123868459513457,0.444158548400651,0.572,0.548,1,"6","UBASH3B"
"RASGRF2",0.0046341648109585,0.445944935100885,0.529,0.466,1,"6","RASGRF2"
"BMP6",0.00599495227929813,0.655441521865369,0.53,0.492,1,"6","BMP6"
"COL6A3",4.16367671740516e-234,3.75340476134809,1,0.654,8.32735343481032e-231,"7","COL6A3"
"LAMA21",9.15927715956904e-231,4.26207245523184,1,0.674,1.83185543191381e-227,"7","LAMA2"
"COL1A2",6.94855352175486e-229,4.45607867499107,0.994,0.677,1.38971070435097e-225,"7","COL1A2"
"CYP1B1",1.03441559892956e-228,2.61636602794286,0.997,0.592,2.06883119785911e-225,"7","CYP1B1"
"COL1A1",4.33260573345283e-228,3.53122594268123,0.997,0.598,8.66521146690566e-225,"7","COL1A1"
"SLC1A3",7.46675402502568e-228,4.45360852183889,1,0.856,1.49335080500514e-224,"7","SLC1A3"
"MXRA5",8.78412625554993e-228,2.31681351413051,0.997,0.772,1.75682525110999e-224,"7","MXRA5"
"CDH112",2.32432829085812e-227,3.37739616180603,1,0.614,4.64865658171623e-224,"7","CDH11"
"COLEC121",3.07080816385979e-226,3.41160223981285,1,0.717,6.14161632771958e-223,"7","COLEC12"
"ARHGAP20",1.11667296613066e-225,3.1122042238193,0.989,0.546,2.23334593226131e-222,"7","ARHGAP20"
"ITPR2",1.19140501344744e-225,3.52489717028677,1,0.707,2.38281002689488e-222,"7","ITPR2"
"DCN",2.28630520920555e-224,2.22200372228566,0.989,0.572,4.5726104184111e-221,"7","DCN"
"VCAN1",1.13531032442732e-221,3.25271593857422,1,0.958,2.27062064885463e-218,"7","VCAN"
"COL3A1",5.01850974398608e-220,5.11306184688964,0.986,0.538,1.00370194879722e-216,"7","COL3A1"
"TWIST11",5.80245825945073e-218,2.63819152837024,0.989,0.504,1.16049165189015e-214,"7","TWIST1"
"EDNRA",6.95557940253935e-216,2.96300466915454,0.981,0.578,1.39111588050787e-212,"7","EDNRA"
"SVIL1",7.22987029729532e-216,3.45164149388048,0.997,0.881,1.44597405945906e-212,"7","SVIL"
"ATP1A2",1.81609324378506e-215,2.4298608801322,0.983,0.788,3.63218648757012e-212,"7","ATP1A2"
"RBMS3",5.72818781572434e-215,2.60345939644504,1,0.933,1.14563756314487e-211,"7","RBMS3"
"PDE5A",2.45234072747904e-214,3.32548502164212,0.992,0.772,4.90468145495809e-211,"7","PDE5A"
"TMEM132C2",4.57370342992017e-214,3.42215207067214,0.997,0.901,9.14740685984035e-211,"7","TMEM132C"
"FN12",4.97602684778586e-214,3.49347145461245,0.992,0.747,9.95205369557172e-211,"7","FN1"
"LAMB11",8.04900325402304e-213,2.51219020920205,0.989,0.661,1.60980065080461e-209,"7","LAMB1"
"COL6A2",3.7056907072335e-211,2.22801595298663,0.992,0.66,7.411381414467e-208,"7","COL6A2"
"PLCE11",3.62314307757917e-209,2.89253428393655,0.992,0.583,7.24628615515834e-206,"7","PLCE1"
"IGF21",1.11790730055872e-208,2.53882706403169,0.975,0.629,2.23581460111744e-205,"7","IGF2"
"BGN",1.40917824181045e-208,1.83831069007287,0.958,0.403,2.8183564836209e-205,"7","BGN"
"RGS61",2.00311783247461e-205,3.354619529587,0.972,0.55,4.00623566494922e-202,"7","RGS6"
"ARHGAP29",4.85378886720856e-205,2.57105187783151,0.981,0.651,9.70757773441712e-202,"7","ARHGAP29"
"COL4A1",4.97535449226925e-205,2.94520459463056,1,0.739,9.9507089845385e-202,"7","COL4A1"
"AKAP121",1.57777504161868e-204,2.5973443634556,0.994,0.804,3.15555008323735e-201,"7","AKAP12"
"ROR1",2.28733024282205e-203,3.03761225468319,0.997,0.842,4.57466048564411e-200,"7","ROR1"
"PALM2",1.7407917529896e-201,2.68795032371382,0.989,0.711,3.48158350597921e-198,"7","PALM2"
"DDR21",8.60623950593345e-200,2.04942056793834,0.97,0.493,1.72124790118669e-196,"7","DDR2"
"LAMC3",2.99570531717536e-198,2.54435076959307,0.958,0.543,5.99141063435072e-195,"7","LAMC3"
"SLC16A12",1.01863955270788e-197,1.65187080832498,0.928,0.28,2.03727910541576e-194,"7","SLC16A12"
"SGCD1",1.27606113892099e-196,2.4213441869652,0.975,0.56,2.55212227784199e-193,"7","SGCD"
"PRICKLE11",2.40349690786169e-196,2.37495067397059,0.983,0.564,4.80699381572337e-193,"7","PRICKLE1"
"KIAA1755",7.18966902467524e-196,2.22624814626089,0.953,0.55,1.43793380493505e-192,"7","KIAA1755"
"FLRT21",1.33186707652906e-195,2.92956621121043,0.97,0.472,2.66373415305812e-192,"7","FLRT2"
"SEMA5A",5.69742451858254e-195,2.7427161308662,0.989,0.72,1.13948490371651e-191,"7","SEMA5A"
"COL5A1",1.88631180045491e-194,2.18126211059905,0.981,0.685,3.77262360090981e-191,"7","COL5A1"
"FOXC1",9.83136616477405e-194,1.87862264659152,0.945,0.602,1.96627323295481e-190,"7","FOXC1"
"BMP5",8.05504676709564e-193,2.33575312769594,0.983,0.74,1.61100935341913e-189,"7","BMP5"
"DLC1",1.16607139013257e-192,2.6406606440972,0.958,0.549,2.33214278026515e-189,"7","DLC1"
"RORA",7.79250116251116e-192,2.33552023257929,1,0.928,1.55850023250223e-188,"7","RORA"
"SFRP1",1.02131881474399e-190,2.23593702248592,0.978,0.515,2.04263762948798e-187,"7","SFRP1"
"ITGA11",8.22435542543155e-190,1.32587934030052,0.934,0.538,1.64487108508631e-186,"7","ITGA11"
"AC092957.11",1.74490120328484e-189,3.07357713574088,1,0.892,3.48980240656968e-186,"7","AC092957.1"
"TNS1",1.82069563108123e-189,1.9171195802069,0.967,0.633,3.64139126216247e-186,"7","TNS1"
"NR3C1",1.48176961424818e-187,2.1919862927015,0.967,0.685,2.96353922849636e-184,"7","NR3C1"
"PID11",1.82298428350186e-187,2.38414821822242,0.967,0.59,3.64596856700371e-184,"7","PID1"
"CCBE1",1.82154659913466e-183,2.79125912526506,0.956,0.639,3.64309319826932e-180,"7","CCBE1"
"PDE3A1",1.0128209426983e-182,2.44342045454334,0.994,0.717,2.0256418853966e-179,"7","PDE3A"
"IGFBP3",2.59533953695229e-182,0.997540519984844,0.9,0.432,5.19067907390457e-179,"7","IGFBP3"
"RASEF",3.26103984525754e-181,0.869219574864033,0.886,0.407,6.52207969051507e-178,"7","RASEF"
"TBX15",4.48534248284857e-181,1.6895036723129,0.928,0.688,8.97068496569714e-178,"7","TBX15"
"COBLL1",1.08492478765315e-180,2.34996279402828,0.967,0.748,2.1698495753063e-177,"7","COBLL1"
"PDGFRA",7.56500674679481e-180,2.22470403431612,0.934,0.582,1.51300134935896e-176,"7","PDGFRA"
"ARHGAP28",3.16522361697353e-179,2.11131017518215,0.981,0.624,6.33044723394707e-176,"7","ARHGAP28"
"COL4A21",7.67316551188749e-177,2.08642131768412,1,0.926,1.5346331023775e-173,"7","COL4A2"
"BNC21",3.3001665924022e-176,2.16574218056261,0.975,0.625,6.6003331848044e-173,"7","BNC2"
"ADGRD1",7.65318173542682e-176,0.860211365122164,0.873,0.379,1.53063634708536e-172,"7","ADGRD1"
"ALCAM1",1.19179098842957e-175,2.43908690098738,0.978,0.699,2.38358197685915e-172,"7","ALCAM"
"ABCA9",1.70570831224587e-174,1.75803433208366,0.903,0.359,3.41141662449174e-171,"7","ABCA9"
"PLD1",2.46395437935906e-174,1.26923434258752,0.931,0.461,4.92790875871812e-171,"7","PLD1"
"SLC6A1",3.63467439685261e-174,1.77070165609959,0.928,0.58,7.26934879370523e-171,"7","SLC6A1"
"ROR21",2.61026411554168e-173,2.40750455666722,0.942,0.567,5.22052823108336e-170,"7","ROR2"
"FAP",4.49673626663445e-173,1.41965804477735,0.942,0.658,8.9934725332689e-170,"7","FAP"
"PRRX1",3.53510518651769e-172,1.95385672109639,0.936,0.611,7.07021037303539e-169,"7","PRRX1"
"SPATS2L2",8.35947023877063e-172,2.22594285698204,0.992,0.844,1.67189404775413e-168,"7","SPATS2L"
"MGLL",1.58694584623357e-169,0.875125694287497,0.878,0.451,3.17389169246714e-166,"7","MGLL"
"COL26A11",4.54171458020206e-168,1.90540896804023,0.967,0.678,9.08342916040412e-165,"7","COL26A1"
"UNC5C1",1.33938204074565e-167,2.06138951181974,0.994,0.886,2.67876408149131e-164,"7","UNC5C"
"GMDS1",1.08884643921637e-165,2.02767482165176,0.981,0.721,2.17769287843273e-162,"7","GMDS"
"NKD11",9.0152177326433e-164,2.63713754498003,0.994,0.828,1.80304354652866e-160,"7","NKD1"
"SEC24D1",1.02433398040031e-161,1.57791019152663,0.964,0.742,2.04866796080062e-158,"7","SEC24D"
"ADAM33",2.80588598077867e-161,0.644446748518333,0.831,0.367,5.61177196155734e-158,"7","ADAM33"
"MMP14",3.04958768521962e-161,1.31747021918447,0.911,0.599,6.09917537043923e-158,"7","MMP14"
"AFAP1L2",3.22269225186573e-161,1.36873429780469,0.909,0.655,6.44538450373146e-158,"7","AFAP1L2"
"ROBO12",4.58589633451352e-161,1.75183342864289,1,0.954,9.17179266902704e-158,"7","ROBO1"
"CLMP",1.03644841652439e-160,1.7934779136309,0.92,0.572,2.07289683304878e-157,"7","CLMP"
"COL16A1",5.83759728414104e-160,0.595234734096043,0.831,0.389,1.16751945682821e-156,"7","COL16A1"
"ADAM122",2.58835172816512e-158,2.31784534302417,0.945,0.597,5.17670345633024e-155,"7","ADAM12"
"ARHGAP42",2.57871457967449e-157,1.8048477774828,0.972,0.713,5.15742915934898e-154,"7","ARHGAP42"
"CHSY3",9.34294919384503e-157,2.30206781676805,0.934,0.639,1.86858983876901e-153,"7","CHSY3"
"PCDH72",1.07937358591719e-156,1.90162963616876,0.986,0.775,2.15874717183438e-153,"7","PCDH7"
"CPED1",6.54081732829313e-156,1.85913937334025,0.903,0.696,1.30816346565863e-152,"7","CPED1"
"ABCA12",1.19305508020365e-152,1.80738638074021,0.956,0.611,2.38611016040729e-149,"7","ABCA1"
"LUM",2.81570638250321e-152,1.60438093860551,0.895,0.642,5.63141276500641e-149,"7","LUM"
"CALD11",3.07503862326924e-152,1.72129224009677,0.992,0.852,6.15007724653847e-149,"7","CALD1"
"CXCL12",3.59778440694989e-152,1.57808406883579,0.892,0.537,7.19556881389979e-149,"7","CXCL12"
"TNFRSF21",4.13505894322887e-152,1.80683779186409,0.956,0.688,8.27011788645774e-149,"7","TNFRSF21"
"MYO163",8.30163420038474e-152,1.91294091567985,0.989,0.692,1.66032684007695e-148,"7","MYO16"
"GPC62",1.25626700968935e-151,1.79120033613614,1,0.969,2.5125340193787e-148,"7","GPC6"
"PDE7B1",2.83178170937884e-151,1.10411374255244,0.928,0.491,5.66356341875768e-148,"7","PDE7B"
"AHNAK2",5.33062825324155e-150,1.57812733949241,0.981,0.752,1.06612565064831e-146,"7","AHNAK"
"PTN2",2.90599019848434e-149,1.80707673217761,1,0.949,5.81198039696868e-146,"7","PTN"
"ETS1",6.52068054742271e-149,1.5864593078587,0.914,0.614,1.30413610948454e-145,"7","ETS1"
"EPSTI1",1.09932074529221e-148,0.512035491389327,0.823,0.439,2.19864149058442e-145,"7","EPSTI1"
"FAM198A",1.44710439927094e-148,0.616618815511315,0.842,0.472,2.89420879854188e-145,"7","FAM198A"
"HAS2",2.86762007415873e-147,0.836253466624166,0.864,0.53,5.73524014831747e-144,"7","HAS2"
"TANC12",5.70814955863403e-147,1.55136336662042,0.97,0.671,1.14162991172681e-143,"7","TANC1"
"VIPR2",1.95040835010939e-145,0.868555084969644,0.856,0.429,3.90081670021878e-142,"7","VIPR2"
"SPARC2",3.61986980180096e-143,1.65133676738843,0.989,0.842,7.23973960360191e-140,"7","SPARC"
"PDGFRB1",1.16906701427438e-142,1.41921456183757,0.956,0.666,2.33813402854877e-139,"7","PDGFRB"
"TPM11",1.38808869900645e-142,1.65061211663444,0.981,0.799,2.77617739801289e-139,"7","TPM1"
"LAMA41",6.43814588181126e-142,1.82949296023076,0.914,0.536,1.28762917636225e-138,"7","LAMA4"
"PDE4D",7.09347717829842e-142,1.74325496838975,0.997,0.879,1.41869543565968e-138,"7","PDE4D"
"XIRP2",9.17895742820808e-142,0.643814501860011,0.82,0.479,1.83579148564162e-138,"7","XIRP2"
"COL5A2",2.25480249050341e-141,1.66460599216923,0.978,0.895,4.50960498100682e-138,"7","COL5A2"
"SYNPO2",4.76111784390956e-140,1.39521108759565,0.859,0.531,9.52223568781912e-137,"7","SYNPO2"
"FOXP22",8.74478917249491e-140,1.8184785502599,0.978,0.607,1.74895783449898e-136,"7","FOXP2"
"ST3GAL11",2.7247900951128e-138,1.21974966568663,0.934,0.544,5.44958019022561e-135,"7","ST3GAL1"
"PALM2-AKAP2",8.67531427705061e-138,1.66647782238328,0.911,0.777,1.73506285541012e-134,"7","PALM2-AKAP2"
"SEMA6A3",1.50752888434945e-137,1.72874891254715,0.992,0.802,3.0150577686989e-134,"7","SEMA6A"
"IGFBP7",3.7337745647243e-136,0.842755784357814,0.839,0.575,7.4675491294486e-133,"7","IGFBP7"
"THSD41",7.46794641915985e-136,1.82992459338096,0.956,0.63,1.49358928383197e-132,"7","THSD4"
"GUCY1A1",8.10457680203868e-136,1.59733907087558,0.892,0.531,1.62091536040774e-132,"7","GUCY1A1"
"KIF26B1",1.90807679631654e-135,2.04124298957012,0.942,0.662,3.81615359263309e-132,"7","KIF26B"
"LIFR1",7.56422453093524e-134,1.73697170272798,0.972,0.727,1.51284490618705e-130,"7","LIFR"
"CYP1B1-AS1",4.04457329567605e-133,0.736042167883346,0.837,0.436,8.0891465913521e-130,"7","CYP1B1-AS1"
"COL21A1",2.40280635623163e-132,1.35141544802367,0.867,0.536,4.80561271246327e-129,"7","COL21A1"
"ADGRF4",7.03411098941419e-132,0.392730143322426,0.803,0.449,1.40682219788284e-128,"7","ADGRF4"
"FRMD6",5.26578519772664e-131,1.42511704281781,0.914,0.574,1.05315703954533e-127,"7","FRMD6"
"NGF",7.16110406564503e-131,0.358588958195706,0.781,0.369,1.43222081312901e-127,"7","NGF"
"SEMA3A1",1.790024274476e-130,1.83991687924396,0.992,0.906,3.58004854895201e-127,"7","SEMA3A"
"ZIC11",8.1985694576575e-130,1.37298497151246,0.978,0.869,1.6397138915315e-126,"7","ZIC1"
"SLC22A231",1.42935825168016e-128,1.58005718241179,1,0.879,2.85871650336033e-125,"7","SLC22A23"
"UST2",1.62526400560333e-128,1.57896068992099,0.972,0.696,3.25052801120666e-125,"7","UST"
"LINC01088",1.8578283923161e-126,1.99134500829424,0.87,0.621,3.71565678463219e-123,"7","LINC01088"
"HMCN1",4.79575439488498e-126,1.58970703301397,0.936,0.79,9.59150878976996e-123,"7","HMCN1"
