"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PCBP3",8.15781213530601e-201,0.267823217056813,0.915,0.702,1.6315624270612e-197,"3","PCBP3"
"CHST8",1.39881657565587e-200,0.64842001415449,0.651,0.363,2.79763315131173e-197,"3","CHST8"
"TMEM108",1.02519407360774e-197,0.560373974678595,0.884,0.764,2.05038814721547e-194,"3","TMEM108"
"SEZ6L",6.10215552286562e-195,0.807033887568676,0.65,0.386,1.22043110457312e-191,"3","SEZ6L"
"PCLO",2.31863302355588e-194,0.619715195598196,0.77,0.618,4.63726604711175e-191,"3","PCLO"
"KCNMA1",1.12344734279637e-193,0.451991231541427,0.779,0.589,2.24689468559275e-190,"3","KCNMA1"
"MDGA1",1.63702990240353e-193,0.380834982699783,0.776,0.623,3.27405980480706e-190,"3","MDGA1"
"NEK10",2.90202905093722e-193,0.273021102359257,0.788,0.513,5.80405810187444e-190,"3","NEK10"
"ANKRD44",2.93645952614659e-193,0.469313870864539,0.756,0.519,5.87291905229318e-190,"3","ANKRD44"
"ATP1A3",7.52963052685371e-192,0.570690320059205,0.714,0.585,1.50592610537074e-188,"3","ATP1A3"
"LINC00535",6.62626858264613e-189,0.386283505400545,0.716,0.467,1.32525371652923e-185,"3","LINC00535"
"AFF2",2.21769318077113e-187,0.571861077771513,0.919,0.753,4.43538636154226e-184,"3","AFF2"
"AC109927.1",1.9548482444913e-186,0.272470109869312,0.789,0.596,3.9096964889826e-183,"3","AC109927.1"
"NCAM2",3.43078108358595e-186,1.62254894152209,0.709,0.59,6.86156216717189e-183,"3","NCAM2"
"FSIP2",2.47348366892407e-183,0.762705283312108,0.781,0.605,4.94696733784813e-180,"3","FSIP2"
"GABRA3",9.91259938730911e-183,0.354645962934874,0.697,0.5,1.98251987746182e-179,"3","GABRA3"
"IQCJ-SCHIP1",1.66643003345153e-182,0.37553503304413,0.845,0.657,3.33286006690306e-179,"3","IQCJ-SCHIP1"
"LINC01170",7.70360275965671e-181,0.280771760134615,0.706,0.646,1.54072055193134e-177,"3","LINC01170"
"PCSK1",5.36637308933111e-179,0.483225487837056,0.664,0.511,1.07327461786622e-175,"3","PCSK1"
"TENM1",2.97356285859702e-173,0.704099003494742,0.681,0.515,5.94712571719405e-170,"3","TENM1"
"NALCN",4.81513572281635e-173,0.274517524674834,0.666,0.465,9.63027144563271e-170,"3","NALCN"
"DSCAM",4.52993069738182e-171,1.05879382088518,0.659,0.453,9.05986139476365e-168,"3","DSCAM"
"RAB30",1.19047749760907e-169,0.427606526870011,0.889,0.801,2.38095499521815e-166,"3","RAB30"
"NLGN4X",4.47855286620522e-165,0.581525393777086,0.895,0.78,8.95710573241044e-162,"3","NLGN4X"
"SORCS21",1.05570834580239e-163,0.450453637887353,0.888,0.783,2.11141669160478e-160,"3","SORCS2"
"LEMD1",7.47847392054741e-163,0.515472991836567,0.705,0.524,1.49569478410948e-159,"3","LEMD1"
"CCDC146",1.36421371927139e-162,0.575628528443303,0.9,0.717,2.72842743854277e-159,"3","CCDC146"
"MDGA2",5.66607909554449e-161,0.817904410132562,0.772,0.573,1.1332158191089e-157,"3","MDGA2"
"LIN7A",4.45196934365366e-160,0.506517477159401,0.809,0.619,8.90393868730732e-157,"3","LIN7A"
"MIR2052HG",3.19449146253231e-156,0.524207997432991,0.618,0.368,6.38898292506462e-153,"3","MIR2052HG"
"PTPRG",4.31099915831257e-153,0.663827153176019,0.957,0.923,8.62199831662515e-150,"3","PTPRG"
"EPHA5",6.99622054768849e-152,0.734640070378396,0.672,0.604,1.3992441095377e-148,"3","EPHA5"
"CPEB21",4.91694021267212e-151,0.311404597269996,0.793,0.657,9.83388042534425e-148,"3","CPEB2"
"PCAT11",1.82144327116578e-150,0.382542433318192,0.879,0.691,3.64288654233155e-147,"3","PCAT1"
"MPPED2",5.25568355858917e-150,0.456357751813209,0.753,0.517,1.05113671171783e-146,"3","MPPED2"
"FAM13C",2.51277419776181e-149,0.55595192012232,0.713,0.592,5.02554839552362e-146,"3","FAM13C"
"NTM",1.65884502190014e-148,1.01423089635412,0.764,0.583,3.31769004380029e-145,"3","NTM"
"GRID1",1.12916838534068e-145,0.718678065785668,0.733,0.595,2.25833677068136e-142,"3","GRID1"
"ANK1",4.49607363199863e-145,0.311176751750906,0.745,0.735,8.99214726399726e-142,"3","ANK1"
"GSE1",8.38957083720858e-145,0.423122203756459,0.979,0.943,1.67791416744172e-141,"3","GSE1"
"LINC01122",1.02489723860634e-143,0.657479406381134,0.713,0.56,2.04979447721267e-140,"3","LINC01122"
"SGCZ",1.21092845831213e-142,0.831158873699108,0.666,0.456,2.42185691662426e-139,"3","SGCZ"
"ASTN11",3.41468188044072e-141,0.531973670774024,0.776,0.643,6.82936376088143e-138,"3","ASTN1"
"CACNA1E",2.87600861764014e-140,0.51011973376372,0.671,0.456,5.75201723528028e-137,"3","CACNA1E"
"LINC00645",3.29708784226076e-140,0.336508712940017,0.617,0.377,6.59417568452152e-137,"3","LINC00645"
"BCL11A",1.89385509216983e-138,0.43451256466419,0.86,0.72,3.78771018433966e-135,"3","BCL11A"
"KCND2",2.9867683169822e-137,1.11263204068929,0.7,0.609,5.97353663396439e-134,"3","KCND2"
"ASTN2",2.54304233720088e-135,0.691232893532138,0.856,0.825,5.08608467440177e-132,"3","ASTN2"
"KIF26B",4.86410647261956e-135,0.589444980592906,0.794,0.647,9.72821294523913e-132,"3","KIF26B"
"AGBL4",1.09807545871954e-129,0.634373777655905,0.657,0.467,2.19615091743907e-126,"3","AGBL4"
"UNC801",4.94353110283412e-129,0.468909525293281,0.682,0.508,9.88706220566823e-126,"3","UNC80"
"MEG3",2.62072341830851e-125,0.352692948753242,0.752,0.688,5.24144683661703e-122,"3","MEG3"
"GFRA1",9.46132356281611e-124,0.549385034568893,0.847,0.78,1.89226471256322e-120,"3","GFRA1"
"CACNA2D3",1.32967405195725e-120,1.30276888271102,0.676,0.522,2.6593481039145e-117,"3","CACNA2D3"
"RYR3",2.07032188499496e-120,0.502539924644468,0.78,0.725,4.14064376998992e-117,"3","RYR3"
"RAPGEF5",2.66963440315442e-120,0.585515977795364,0.765,0.765,5.33926880630884e-117,"3","RAPGEF5"
"SORCS11",5.06192806631844e-120,0.791018473866948,0.935,0.834,1.01238561326369e-116,"3","SORCS1"
"LRRC4C1",1.76398908250105e-118,0.586245922066927,0.841,0.721,3.52797816500209e-115,"3","LRRC4C"
"EPHA6",2.85701949400649e-117,0.62295798861682,0.724,0.642,5.71403898801298e-114,"3","EPHA6"
"OLFM31",3.89300468549028e-116,0.344821488986548,0.686,0.611,7.78600937098056e-113,"3","OLFM3"
"ATXN11",4.15338324691711e-116,0.468200300101843,0.848,0.696,8.30676649383422e-113,"3","ATXN1"
"TBR1",1.25693524143968e-114,0.32623734381378,0.658,0.529,2.51387048287937e-111,"3","TBR1"
"DPP6",3.11504542522481e-114,0.650634643044207,0.679,0.504,6.23009085044962e-111,"3","DPP6"
"HS3ST5",1.6572790265539e-111,0.898277925556382,0.668,0.606,3.31455805310781e-108,"3","HS3ST5"
"MAML3",9.59009781007277e-109,0.350392728493013,0.977,0.959,1.91801956201455e-105,"3","MAML3"
"NELL1",2.53068031331508e-108,0.873321492095855,0.708,0.574,5.06136062663016e-105,"3","NELL1"
"BRINP3",8.66632035149185e-106,0.543188500799903,0.673,0.576,1.73326407029837e-102,"3","BRINP3"
"AC008014.11",4.0659277175364e-105,0.324282831925545,0.798,0.603,8.1318554350728e-102,"3","AC008014.1"
"CDH10",8.99205961344003e-105,0.523943646786441,0.81,0.642,1.79841192268801e-101,"3","CDH10"
"HDAC2-AS2",1.491429443331e-104,0.311975479818325,0.76,0.627,2.982858886662e-101,"3","HDAC2-AS2"
"AC091948.1",1.10160235901951e-100,0.398296876172022,0.739,0.596,2.20320471803903e-97,"3","AC091948.1"
"DTNA1",1.75347519782743e-100,0.53404732579175,0.798,0.615,3.50695039565486e-97,"3","DTNA"
"SPOCK1",7.63338505284639e-100,0.530817964952527,0.806,0.7,1.52667701056928e-96,"3","SPOCK1"
"NKAIN2",5.67724258585717e-96,0.86039431675095,0.846,0.784,1.13544851717143e-92,"3","NKAIN2"
"NEGR1",2.39239847704145e-95,1.11873934561624,0.801,0.778,4.7847969540829e-92,"3","NEGR1"
"NDST41",5.48398781255165e-95,0.40382247335727,0.827,0.69,1.09679756251033e-91,"3","NDST4"
"SYT7",6.26919200408423e-95,0.383753349861832,0.633,0.527,1.25383840081685e-91,"3","SYT7"
"AL359710.1",2.14923050850395e-94,0.309612771356736,0.706,0.489,4.29846101700789e-91,"3","AL359710.1"
"HIVEP2",3.34138450668213e-94,0.377215474343164,0.868,0.75,6.68276901336425e-91,"3","HIVEP2"
"MEIS11",1.02950546703813e-93,0.572259545833837,0.944,0.929,2.05901093407625e-90,"3","MEIS1"
"SV2C",1.69958615507701e-92,0.34190863136997,0.679,0.497,3.39917231015402e-89,"3","SV2C"
"ST8SIA4",4.16286081847876e-92,0.517559211830168,0.776,0.819,8.32572163695752e-89,"3","ST8SIA4"
"CHL1",1.00973035272943e-90,0.415763795537991,0.671,0.581,2.01946070545887e-87,"3","CHL1"
"AL390726.6",1.04385148861081e-90,0.290209318659666,0.647,0.534,2.08770297722162e-87,"3","AL390726.6"
"SLC35F3",1.31365699780174e-90,0.630009816533504,0.683,0.562,2.62731399560347e-87,"3","SLC35F3"
"NLGN11",1.4808804331862e-90,0.550863342946664,0.987,0.95,2.9617608663724e-87,"3","NLGN1"
"LRFN5",2.1497293286473e-90,0.315267251259084,0.658,0.49,4.29945865729461e-87,"3","LRFN5"
"INPP4B",8.95701593707573e-90,0.607527052788172,0.762,0.599,1.79140318741515e-86,"3","INPP4B"
"NYAP2",2.8018053962639e-89,0.524456070045591,0.583,0.314,5.60361079252781e-86,"3","NYAP2"
"RIPOR2",2.96564670268183e-88,0.466949407168787,0.655,0.525,5.93129340536366e-85,"3","RIPOR2"
"SYNDIG1",7.67187475507718e-86,0.258104782789544,0.762,0.574,1.53437495101544e-82,"3","SYNDIG1"
"KIRREL3",4.19753104990331e-84,0.710684765099592,0.745,0.69,8.39506209980661e-81,"3","KIRREL3"
"CBFA2T2",5.60766758624995e-83,0.292758883638034,0.915,0.858,1.12153351724999e-79,"3","CBFA2T2"
"AC098829.1",8.52432318404817e-83,0.25921463504549,0.892,0.809,1.70486463680963e-79,"3","AC098829.1"
"LRP1B1",1.12940724923151e-82,0.740339969429927,0.875,0.821,2.25881449846302e-79,"3","LRP1B"
"ANKS1B",1.65438627168353e-82,0.648824050420054,0.788,0.755,3.30877254336706e-79,"3","ANKS1B"
"DENND1B",3.06437100864363e-82,0.375037844791535,0.748,0.625,6.12874201728727e-79,"3","DENND1B"
"NOL4",2.13545552314176e-81,0.419571410955635,0.636,0.472,4.27091104628352e-78,"3","NOL4"
"PHYHIPL",1.22173262268227e-80,0.304542125311573,0.88,0.831,2.44346524536454e-77,"3","PHYHIPL"
"THSD7B",9.16022908714008e-80,0.408521003742723,0.644,0.451,1.83204581742802e-76,"3","THSD7B"
"PDZRN4",3.55651723527048e-79,0.529269630270999,0.58,0.375,7.11303447054097e-76,"3","PDZRN4"
"CNTN4",3.70408243810664e-79,0.571745001974949,0.68,0.557,7.40816487621329e-76,"3","CNTN4"
"AFF3",5.34670448658438e-76,0.293224750344432,0.956,0.941,1.06934089731688e-72,"3","AFF3"
"DSCAML1",7.95468703578186e-76,0.564254060905001,0.64,0.529,1.59093740715637e-72,"3","DSCAML1"
"MAB21L1",8.09868548180432e-76,0.305640935784957,0.575,0.442,1.61973709636086e-72,"3","MAB21L1"
"RGS7",2.02501864962813e-74,0.48248548927725,0.687,0.568,4.05003729925627e-71,"3","RGS7"
"IGSF21",4.55742890046083e-71,0.540293434003194,0.656,0.644,9.11485780092167e-68,"3","IGSF21"
"GRIA3",2.61747389429282e-70,0.286157769940859,0.703,0.519,5.23494778858565e-67,"3","GRIA3"
"SH3KBP1",7.31169915687961e-70,0.300228803359449,0.664,0.523,1.46233983137592e-66,"3","SH3KBP1"
"POU6F2",1.0243709989205e-69,0.510276618825887,0.845,0.709,2.048741997841e-66,"3","POU6F2"
"EPHB1",1.26686930128443e-69,0.434219376244269,0.888,0.841,2.53373860256885e-66,"3","EPHB1"
"LHX1",2.0027662090782e-68,0.310768381078283,0.59,0.423,4.00553241815639e-65,"3","LHX1"
"CPLX2",1.62496013145357e-65,0.325596841039588,0.607,0.441,3.24992026290714e-62,"3","CPLX2"
"SPOCK3",4.95774613558768e-64,0.48916461835307,0.713,0.627,9.91549227117535e-61,"3","SPOCK3"
"FGF12",7.05921315500906e-64,0.578389249467503,0.684,0.576,1.41184263100181e-60,"3","FGF12"
"CRIM1",9.1819055121726e-64,0.421847539509015,0.892,0.861,1.83638110243452e-60,"3","CRIM1"
"SAMD51",3.24406293631974e-63,0.358288792615801,0.794,0.776,6.48812587263948e-60,"3","SAMD5"
"NDST3",9.66753372100497e-63,0.610745146172997,0.602,0.525,1.93350674420099e-59,"3","NDST3"
"SLC4A10",1.72476856337908e-60,0.510217874720028,0.623,0.566,3.44953712675816e-57,"3","SLC4A10"
"NEXMIF1",1.63701654760367e-59,0.278233875327523,0.74,0.612,3.27403309520734e-56,"3","NEXMIF"
"SHB",8.29039794205587e-58,0.290119565197324,0.673,0.562,1.65807958841117e-54,"3","SHB"
"SGCD",5.0522972672829e-55,0.808851327703326,0.617,0.558,1.01045945345658e-51,"3","SGCD"
"RNF220",6.18952509081603e-53,0.535030833187824,0.785,0.752,1.23790501816321e-49,"3","RNF220"
"RBFOX11",1.41698557948425e-50,0.57139632572339,0.905,0.906,2.8339711589685e-47,"3","RBFOX1"
"MARCH11",3.77952669702853e-50,0.343660955424861,0.56,0.418,7.55905339405707e-47,"3","MARCH11"
"LINGO21",7.27283223649774e-50,0.82267762367313,0.768,0.727,1.45456644729955e-46,"3","LINGO2"
"TENM21",9.40083680835365e-50,0.29721006681052,0.961,0.962,1.88016736167073e-46,"3","TENM2"
"SYNE1",3.31471278842614e-48,0.346542938300047,0.877,0.774,6.62942557685229e-45,"3","SYNE1"
"GRIK11",2.42227520179117e-47,0.275390225447938,0.632,0.489,4.84455040358234e-44,"3","GRIK1"
"PAPPA",2.69375974356333e-47,0.430202816439175,0.789,0.757,5.38751948712666e-44,"3","PAPPA"
"KHDRBS3",3.50836045960198e-47,0.373634901170525,0.704,0.676,7.01672091920397e-44,"3","KHDRBS3"
"KAZN",7.28231133168647e-47,0.423915842627996,0.988,0.984,1.45646226633729e-43,"3","KAZN"
"NEBL1",8.10604118890167e-47,0.256021325787278,0.964,0.921,1.62120823778033e-43,"3","NEBL"
"KCNH5",2.73818706112551e-45,0.257728282143637,0.744,0.726,5.47637412225103e-42,"3","KCNH5"
"CA10",4.50293345339003e-44,0.303820609856352,0.399,0.587,9.00586690678006e-41,"3","CA10"
"CDH8",4.55050616871098e-42,0.744613937923832,0.8,0.758,9.10101233742195e-39,"3","CDH8"
"PCDH71",3.14875235466337e-40,0.533396194376787,0.875,0.764,6.29750470932674e-37,"3","PCDH7"
"DOK6",1.24757539282818e-39,0.420588125296952,0.794,0.729,2.49515078565636e-36,"3","DOK6"
"AC104041.1",1.55830198161598e-38,0.281392643604178,0.962,0.91,3.11660396323196e-35,"3","AC104041.1"
"KCNIP1",2.48573076653962e-37,0.364385680368291,0.69,0.645,4.97146153307923e-34,"3","KCNIP1"
"GALNT18",2.96438527655162e-37,0.314821495516619,0.792,0.702,5.92877055310324e-34,"3","GALNT18"
"CACNA1D",8.01927730811402e-37,0.772238657411084,0.553,0.38,1.6038554616228e-33,"3","CACNA1D"
"RALYL",5.65802410930523e-36,0.394250937349544,0.695,0.866,1.13160482186105e-32,"3","RALYL"
"TRHDE",3.55349490516669e-33,0.269873900397339,0.428,0.543,7.10698981033338e-30,"3","TRHDE"
"AL355499.2",3.25043565457099e-32,0.344458247193342,0.7,0.683,6.50087130914198e-29,"3","AL355499.2"
"DLGAP2",2.1096021209501e-31,0.369127665269993,0.763,0.716,4.2192042419002e-28,"3","DLGAP2"
"ROBO2",1.78590082620323e-30,0.5122761315826,0.912,0.93,3.57180165240645e-27,"3","ROBO2"
"LHFPL3",2.12693955169213e-29,0.385114173366864,0.681,0.649,4.25387910338426e-26,"3","LHFPL3"
"GALNT131",2.39658977577744e-28,0.268676026866688,0.937,0.888,4.79317955155488e-25,"3","GALNT13"
"EGFEM1P1",4.17875427220488e-28,0.261430206707673,0.972,0.966,8.35750854440975e-25,"3","EGFEM1P"
"RELN",2.10335165812195e-26,0.560837884695969,0.526,0.378,4.2067033162439e-23,"3","RELN"
"GLCE",1.89372731100371e-23,0.289557931887943,0.615,0.545,3.78745462200743e-20,"3","GLCE"
"KCNQ3",6.15800263222965e-23,0.404004837720823,0.539,0.41,1.23160052644593e-19,"3","KCNQ3"
"DYNC1I1",1.64876828771766e-21,0.539849389467328,0.53,0.443,3.29753657543533e-18,"3","DYNC1I1"
"CACNG2",3.95451582807141e-21,0.313869262488818,0.526,0.405,7.90903165614282e-18,"3","CACNG2"
"SAMD3",1.1647071338718e-20,0.456489435809071,0.49,0.436,2.3294142677436e-17,"3","SAMD3"
"SLC25A48",3.90934220927138e-20,0.360868133351553,0.553,0.518,7.81868441854276e-17,"3","SLC25A48"
"AC092167.1",4.87710759866052e-17,0.264661726489761,0.831,0.758,9.75421519732105e-14,"3","AC092167.1"
"FAM19A2",1.48206636686619e-15,0.585268462699458,0.752,0.734,2.96413273373239e-12,"3","FAM19A2"
"CHRM2",4.262222216786e-15,0.312551451256966,0.536,0.473,8.52444443357199e-12,"3","CHRM2"
"FSTL5",1.42850615003126e-13,0.644121230521487,0.552,0.504,2.85701230006251e-10,"3","FSTL5"
"GALNTL6",1.31912774083765e-10,0.318426463249083,0.749,0.812,2.63825548167531e-07,"3","GALNTL6"
"AL589740.1",2.72831900706501e-10,0.371209841670853,0.63,0.621,5.45663801413002e-07,"3","AL589740.1"
"RORB",4.95310054709283e-10,0.315228404686889,0.547,0.509,9.90620109418567e-07,"3","RORB"
"PID1",1.49061263154996e-09,0.635445212409283,0.556,0.602,2.98122526309993e-06,"3","PID1"
"BRINP1",8.4482240257044e-09,0.760993557542131,0.525,0.528,1.68964480514088e-05,"3","BRINP1"
"CCDC85A",5.19922761395475e-05,0.373711399985848,0.496,0.416,0.103984552279095,"3","CCDC85A"
"AC021504.1",8.23860174477668e-05,0.264652734818102,0.639,0.642,0.164772034895534,"3","AC021504.1"
"KCNIP4",0.000189724884772898,1.04533615465871,0.616,0.673,0.379449769545797,"3","KCNIP4"
"RYR2",0.00366791608167673,0.439134979610142,0.51,0.555,1,"3","RYR2"
"CENPE",0,2.32614465706502,0.999,0.852,0,"4","CENPE"
"ASPM",0,2.16700203830536,0.999,0.871,0,"4","ASPM"
"TOP2A",0,2.12090770580925,0.999,0.879,0,"4","TOP2A"
"CENPF1",0,1.84488407916468,1,0.949,0,"4","CENPF"
"TPX2",0,1.73127423707373,0.995,0.83,0,"4","TPX2"
"MKI671",0,1.72485049649897,0.998,0.907,0,"4","MKI67"
"KIF14",0,1.7030225484609,0.99,0.741,0,"4","KIF14"
"ECT2",0,1.69257228241674,0.995,0.822,0,"4","ECT2"
"APOLD1",0,1.67742496766447,0.971,0.768,0,"4","APOLD1"
"SGO2",0,1.63809143603991,0.985,0.782,0,"4","SGO2"
"BUB1",0,1.6225126091657,0.989,0.809,0,"4","BUB1"
"KIF18A",0,1.53916394571365,0.969,0.724,0,"4","KIF18A"
"BUB1B1",0,1.53526286627972,0.99,0.806,0,"4","BUB1B"
"CCNB1",0,1.505570599692,0.957,0.734,0,"4","CCNB1"
"KNL1",0,1.46969346536193,0.988,0.8,0,"4","KNL1"
"DLGAP5",0,1.46626585303854,0.981,0.818,0,"4","DLGAP5"
"CIT1",0,1.46076453701786,0.993,0.86,0,"4","CIT"
"GTSE1",0,1.4571269171956,0.975,0.793,0,"4","GTSE1"
"KIF111",0,1.45468641459002,0.99,0.758,0,"4","KIF11"
"GAS2L3",0,1.45212486696929,0.966,0.833,0,"4","GAS2L3"
"CDCA2",0,1.44154812487618,0.972,0.743,0,"4","CDCA2"
"KPNA2",0,1.42204288849101,0.974,0.806,0,"4","KPNA2"
"TACC31",0,1.3977040899969,0.986,0.801,0,"4","TACC3"
"KIF4A1",0,1.36882933541757,0.978,0.838,0,"4","KIF4A"
"TTK",0,1.35163848006748,0.959,0.644,0,"4","TTK"
"INCENP",0,1.33783629251717,0.975,0.777,0,"4","INCENP"
"KIF18B1",0,1.33384449604888,0.982,0.798,0,"4","KIF18B"
"DEPDC1B1",0,1.32289926934182,0.98,0.839,0,"4","DEPDC1B"
"KIF231",0,1.3221781581203,0.971,0.77,0,"4","KIF23"
"G2E3",0,1.32157623246553,0.989,0.871,0,"4","G2E3"
"ARHGAP11A",0,1.31889024283541,0.952,0.703,0,"4","ARHGAP11A"
"NUSAP11",0,1.31779680365954,0.979,0.83,0,"4","NUSAP1"
"NDC80",0,1.3033634862531,0.958,0.796,0,"4","NDC80"
"ANLN1",0,1.29536635321982,0.973,0.8,0,"4","ANLN"
"SMC41",0,1.28528262311389,0.998,0.873,0,"4","SMC4"
"NUF2",0,1.27963938860254,0.963,0.827,0,"4","NUF2"
"NCAPG1",0,1.27835106988489,0.975,0.789,0,"4","NCAPG"
"KIF2C",0,1.25501816787351,0.967,0.758,0,"4","KIF2C"
"MIS18BP11",0,1.24523278961331,0.978,0.836,0,"4","MIS18BP1"
"SCLT1",0,1.23913942626346,0.982,0.855,0,"4","SCLT1"
"GPSM2",0,1.23831187312565,0.96,0.771,0,"4","GPSM2"
"AC091057.1",0,1.23025991671544,0.941,0.712,0,"4","AC091057.1"
"CKAP2",0,1.19119735133154,0.981,0.861,0,"4","CKAP2"
"DIAPH31",0,1.17752194559756,0.997,0.861,0,"4","DIAPH3"
"CEP70",0,1.17747419597989,0.961,0.761,0,"4","CEP70"
"HMMR",0,1.17289900958576,0.941,0.721,0,"4","HMMR"
"HMGB2",0,1.1710414646394,0.985,0.833,0,"4","HMGB2"
"CKAP2L",0,1.16659849952467,0.916,0.719,0,"4","CKAP2L"
"ARL6IP1",0,1.16226028062943,0.962,0.769,0,"4","ARL6IP1"
"PRC11",0,1.15509115588791,0.955,0.768,0,"4","PRC1"
"CDK11",0,1.13338543332795,0.948,0.735,0,"4","CDK1"
"PIF1",0,1.12418134835427,0.874,0.598,0,"4","PIF1"
"KIF151",0,1.11696595167229,0.969,0.821,0,"4","KIF15"
"KIF20B1",0,1.11522243077185,0.962,0.802,0,"4","KIF20B"
"CCDC18",0,1.11051488713012,0.947,0.802,0,"4","CCDC18"
"AC091057.6",0,1.10725227295097,0.917,0.633,0,"4","AC091057.6"
"PARPBP",0,1.10608371931513,0.938,0.727,0,"4","PARPBP"
"RTKN21",0,1.08525632230831,0.948,0.808,0,"4","RTKN2"
"RACGAP1",0,1.08158784466295,0.928,0.772,0,"4","RACGAP1"
"CEP1281",0,1.07912401631616,0.99,0.822,0,"4","CEP128"
"KIFC11",0,1.07575787561529,0.945,0.779,0,"4","KIFC1"
"IQGAP3",0,1.07289747323368,0.938,0.779,0,"4","IQGAP3"
"PRR11",0,1.06596233805132,0.946,0.769,0,"4","PRR11"
"DEPDC1",0,1.05898568168575,0.906,0.709,0,"4","DEPDC1"
"CEP55",0,1.04982874683239,0.903,0.667,0,"4","CEP55"
"KIF20A",0,1.02986569750717,0.909,0.745,0,"4","KIF20A"
"AURKA",0,1.02180331751037,0.905,0.723,0,"4","AURKA"
"CDC25C",0,1.01042576469969,0.912,0.801,0,"4","CDC25C"
"LINC015721",0,0.988552515552889,0.994,0.938,0,"4","LINC01572"
"TROAP",0,0.98370651591712,0.91,0.693,0,"4","TROAP"
"CDCA8",0,0.982674494166148,0.93,0.727,0,"4","CDCA8"
"HJURP",0,0.978774138257332,0.904,0.702,0,"4","HJURP"
"CENPI1",0,0.974934280665059,0.934,0.754,0,"4","CENPI"
"BORA",0,0.958454749008089,0.888,0.718,0,"4","BORA"
"NEIL31",0,0.937875809930298,0.935,0.778,0,"4","NEIL3"
"FAM83D",0,0.911863115472544,0.874,0.69,0,"4","FAM83D"
"PLK1",0,0.897324098768791,0.891,0.706,0,"4","PLK1"
"AC073529.11",0,0.872871938829169,0.895,0.747,0,"4","AC073529.1"
"SPC251",0,0.871245592300915,0.928,0.776,0,"4","SPC25"
"RGS3",0,0.828628420993778,0.896,0.742,0,"4","RGS3"
"POLQ1",0,0.753026968958023,0.946,0.821,0,"4","POLQ"
"AC007240.11",0,0.746126267628832,0.932,0.792,0,"4","AC007240.1"
"STARD13",0,0.702654849879735,0.859,0.732,0,"4","STARD13"
"AC113414.1",0,0.678079379291476,0.868,0.734,0,"4","AC113414.1"
"HMGA21",0,0.622263926866944,0.988,0.923,0,"4","HMGA2"
"AC005394.11",0,0.331873252053282,0.834,0.805,0,"4","AC005394.1"
"RFC31",1.29389755126147e-266,0.480305322273337,0.981,0.892,2.58779510252294e-263,"4","RFC3"
"GRID21",1.14479406901767e-263,0.73200489990166,0.957,0.927,2.28958813803534e-260,"4","GRID2"
"PDE4B",7.28892996701801e-261,0.769235940576028,0.942,0.883,1.4577859934036e-257,"4","PDE4B"
"BRIP11",5.4273006640583e-260,0.447230683853395,0.984,0.91,1.08546013281166e-256,"4","BRIP1"
"PRELID21",2.52581750953553e-259,0.618285065776856,0.903,0.797,5.05163501907107e-256,"4","PRELID2"
"TMC3-AS1",8.35616982869071e-250,0.271803455551151,0.804,0.695,1.67123396573814e-246,"4","TMC3-AS1"
"FANCI1",2.79135888286009e-237,0.422504544632637,0.951,0.866,5.58271776572018e-234,"4","FANCI"
"FOXN4",4.6517990434131e-234,0.442602765562195,0.725,0.625,9.3035980868262e-231,"4","FOXN4"
"GPC5",3.00238570846428e-229,0.458243295010624,0.818,0.685,6.00477141692856e-226,"4","GPC5"
"LDB2",4.57455756511792e-226,0.497717327873021,0.967,0.897,9.14911513023585e-223,"4","LDB2"
"NTRK21",2.32046169598307e-221,0.552561648122787,0.969,0.903,4.64092339196614e-218,"4","NTRK2"
"FREM1",3.09544780705806e-205,0.490691573495381,0.907,0.779,6.19089561411612e-202,"4","FREM1"
"LINC015151",2.40652825992751e-195,0.58832569804115,0.868,0.78,4.81305651985502e-192,"4","LINC01515"
"FAM19A41",4.22304533839526e-189,0.369049753717006,0.829,0.845,8.44609067679052e-186,"4","FAM19A4"
"CENPP1",4.87852300571768e-189,0.413170410566092,0.95,0.834,9.75704601143536e-186,"4","CENPP"
"PTN1",5.33184152569055e-183,0.354670970914011,0.975,0.946,1.06636830513811e-179,"4","PTN"
"GPC31",8.06250741246803e-179,0.503772781066878,0.935,0.906,1.61250148249361e-175,"4","GPC3"
"AC019068.11",2.77105332011685e-174,0.390056418620033,0.882,0.801,5.5421066402337e-171,"4","AC019068.1"
"EGFEM1P2",3.33549555442396e-171,0.497188449237945,0.993,0.963,6.67099110884792e-168,"4","EGFEM1P"
"PAX31",2.41815001511213e-169,0.334175324807903,0.981,0.97,4.83630003022426e-166,"4","PAX3"
"AC016205.11",7.67036441265747e-169,0.634229497323313,0.904,0.872,1.53407288253149e-165,"4","AC016205.1"
"EGF1",4.76239228522842e-156,0.25306596303977,0.824,0.79,9.52478457045684e-153,"4","EGF"
"POT1-AS1",8.29732525419053e-155,0.348694260900005,0.698,0.547,1.65946505083811e-151,"4","POT1-AS1"
"COL14A11",9.54360268205717e-152,0.335484053934342,0.865,0.909,1.90872053641143e-148,"4","COL14A1"
"GLI32",9.3484629220779e-144,0.32064550150439,0.999,0.985,1.86969258441558e-140,"4","GLI3"
"AC016708.1",5.32605519964214e-140,0.338218506168448,0.683,0.618,1.06521103992843e-136,"4","AC016708.1"
